date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:04:15	3034/3034	---MCZ	200	added ('OK')	text/css	etag:W/%22136a1f72ef0e558c15731850f9a81325%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.styles.css	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.styles.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:17	14528/14528	---MCZ	200	added ('OK')	text/css	etag:W/%22f375b4c738c79d20acca9336b39f66b6%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/9454c00c-04b9-413e-aae5-6e6d0537dca7_789/website.components.form.styles.css	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/9454c00c-04b9-413e-aae5-6e6d0537dca7_789/website.components.form.styles.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:18	1341/1341	---MCZ	200	added ('OK')	text/css	etag:W/%226742944ac5882fc7fef05458ccde9666%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/4df0bd5e-8e61-410a-a35e-685b3b5718b0_787/website.components.button.styles.css	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/4df0bd5e-8e61-410a-a35e-685b3b5718b0_787/website.components.button.styles.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:19	30584/30584	---MCZ	200	added ('OK')	text/css	etag:W/%22e179c5aace654fba61e3efd5e740aa30%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/75a0be2c-a05c-4d90-9e93-2d3bd26ca8a1_395/website.components.socialLinks.styles.css	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/75a0be2c-a05c-4d90-9e93-2d3bd26ca8a1_395/website.components.socialLinks.styles.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:20	1285/1285	---MCZ	200	added ('OK')	text/css	etag:W/%224b58df07ab77628c9e6b7e82161c3c27%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/24757eae-7c59-429e-a7e1-908c4117def8_1012/website.components.shape.styles.css	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/24757eae-7c59-429e-a7e1-908c4117def8_1012/website.components.shape.styles.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:21	3052/3052	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b023c470e0444fd58ba6a6e639824dd6%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-refracted-circles.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-refracted-circles.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:22	8949/8949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cb133cb5375436d6f579ee1f8b2f42c7%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-liquid.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-liquid.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:23	10291/10291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261afdf06a44a10853fa13d8fdaba3ad8%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/9882.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/9882.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:24	13133/13133	---MCZ	200	added ('OK')	application/javascript	etag:W/%220d35a6ab118c2921512fbb0a2fde627e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/8018.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/8018.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:25	8474/8474	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be1f7b218926cab720e2fa3032011e4c%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-film-grain.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-film-grain.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:26	11969/11969	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c763436376e0c2940cf750eb9232ac83%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/4df0bd5e-8e61-410a-a35e-685b3b5718b0_787/website.components.button.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/4df0bd5e-8e61-410a-a35e-685b3b5718b0_787/website.components.button.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:27	87925/87925	---MCZ	200	added ('OK')	application/javascript	etag:W/%2287d6d0758d06c530ebd6a608530a9251%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/748.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/748.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:28	12214/12214	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a43a44b0ff35657e632d1f252f89bf69%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-refracted-lines.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-refracted-lines.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:29	28970/28970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213a60f124f9546dc635f649d64140359%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:30	2358/2358	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e655fef016baacfd636dca2d9b062e5%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/75a0be2c-a05c-4d90-9e93-2d3bd26ca8a1_395/website.components.socialLinks.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/75a0be2c-a05c-4d90-9e93-2d3bd26ca8a1_395/website.components.socialLinks.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:31	11888/11888	---MCZ	200	added ('OK')	application/javascript	etag:W/%222af8be73a01260aa839b30d7b4e75e9e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/98e2e8f9-67d5-4d6c-a400-ee02c06b1b00_617/website.components.html.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/98e2e8f9-67d5-4d6c-a400-ee02c06b1b00_617/website.components.html.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:31	945/945	---M--	200	added ('OK')	application/javascript	etag:%2264596df7ea2115c1282cde3f674cdd4a%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.shared.constants.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/website.components.imageFluid.shared.constants.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:33	6266/6266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd4d0dc21695a6058ececd5fe2c1f44f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-parallax.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/8c55e9a8-929d-410b-b18c-901d825cb633_604/image-effect-parallax.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:34	18380/18380	---MCZ	200	added ('OK')	application/javascript	etag:W/%226edd68a15e099682ca31e529f7990e26%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/24757eae-7c59-429e-a7e1-908c4117def8_1012/website.components.shape.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/24757eae-7c59-429e-a7e1-908c4117def8_1012/website.components.shape.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:35	20597/20597	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f489281c014a9f9d68e10e61d365d82d%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/9454c00c-04b9-413e-aae5-6e6d0537dca7_789/website.components.form.visitor.js	/Users/macmini/Documents/Websites/visual/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/9454c00c-04b9-413e-aae5-6e6d0537dca7_789/website.components.form.visitor.js	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:36	1246907/1246907	---M-Z	200	added ('OK')	text/css	date:Sun,%2031%20May%202026%2017:04:35%20GMT	https://static1.squarespace.com/static/versioned-site-css/69075d95f0151d167a437794/83/5c5a519771c10ba3470d8101/69075d95f0151d167a43779d/1787/site.css?nocustom=true	/Users/macmini/Documents/Websites/visual/static1.squarespace.com/static/versioned-site-css/69075d95f0151d167a437794/83/5c5a519771c10ba3470d8101/69075d95f0151d167a43779d/1787/sitece97.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:37	13769/13769	---M-Z	200	added ('OK')	text/css	date:Sun,%2031%20May%202026%2017:04:37%20GMT	https://static1.squarespace.com/static/custom-css/69075d95f0151d167a437794/69075d95f0151d167a43779d/37/custom.css	/Users/macmini/Documents/Websites/visual/static1.squarespace.com/static/custom-css/69075d95f0151d167a437794/69075d95f0151d167a43779d/37/custom.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:38	461312/461312	---M-Z	200	added ('OK')	text/css	date:Sun,%2031%20May%202026%2017:04:36%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1779824567442-9FFNMTZP6CFKOUMPK8E8/static.css	/Users/macmini/Documents/Websites/visual/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1779824567442-9FFNMTZP6CFKOUMPK8E8/static.css	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:39	628637/628637	---MCZ	200	added ('OK')	text/html	date:Sun,%2031%20May%202026%2017:04:39%20GMT	https://fluid-demo-vivian.squarespace.com/cart	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/cart.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:41	1764439/1764439	---M-Z	200	added ('OK')	text/html	etag:W/%2207abd95220adda49828251f41aecfe0b%22	https://fluid-demo-vivian.squarespace.com/services	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/services.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:41	811440/811440	---M-Z	200	added ('OK')	text/html	etag:W/%22215592831d8ebab7028c1133afb8ff1c%22	https://fluid-demo-vivian.squarespace.com/gallery	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/gallery.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:43	1463990/1463990	---MCZ	200	added ('OK')	text/html	etag:W/%22a1224281a50785ebaede84da5c36bd7f--gzip%22	https://fluid-demo-vivian.squarespace.com/about	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/about.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:44	1040888/1040888	---M-Z	200	added ('OK')	text/html	etag:W/%22e3decfda138a327fd82d99312561bff1%22	https://fluid-demo-vivian.squarespace.com/social-links	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/social-links.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:45	734262/734262	---MCZ	200	added ('OK')	text/html	etag:W/%2219ed645ca471ed804848fb74f6bfc07c--gzip%22	https://fluid-demo-vivian.squarespace.com/schedule-a-call	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/schedule-a-call.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:46	390326/390326	---MCZ	200	added ('OK')	text/html	etag:W/%22da28e096c137cba8f62f3eb192d4fed0--gzip%22	https://fluid-demo-vivian.squarespace.com/blog	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/blog.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:48	179616/179616	---MCZ	200	added ('OK')	text/html	etag:W/%22b1c2e4be281bf4e65b8d8690f4495d61--gzip%22	https://fluid-demo-vivian.squarespace.com/faqs	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/faqs.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:49	165546/165546	---MCZ	200	added ('OK')	text/html	etag:W/%2228e6f082bcf1a069ae40ec6eb881ea60--gzip%22	https://fluid-demo-vivian.squarespace.com/404	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/404.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:50	216208/216208	---MCZ	200	added ('OK')	text/html	etag:W/%22fa36a409326080fcda64e27ea5ad278e--gzip%22	https://fluid-demo-vivian.squarespace.com/lead-magnets	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/lead-magnets.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:52	355120/355120	---MCZ	200	added ('OK')	text/html	etag:W/%225c812f7dd066d41ed11e56fd17041872--gzip%22	https://fluid-demo-vivian.squarespace.com/lead-magnet-download	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/lead-magnet-download.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:53	238513/238513	---MCZ	200	added ('OK')	text/html	etag:W/%22184e9272d4244e01a2663e95dbb2991f--gzip%22	https://fluid-demo-vivian.squarespace.com/newsletter-landing	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/newsletter-landing.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:54	166574/166574	---MCZ	200	added ('OK')	text/html	etag:W/%22195139fa0105bde33fc050d653f436f2--gzip%22	https://fluid-demo-vivian.squarespace.com/newsletter-basic	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/newsletter-basic.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:56	192012/192012	---MCZ	200	added ('OK')	text/html	etag:W/%22dc8c617758dd625ae78d5edb7896c5e3--gzip%22	https://fluid-demo-vivian.squarespace.com/newsletter-thank-you	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/newsletter-thank-you.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:57	467967/467967	---MCZ	200	added ('OK')	text/html	etag:W/%229f3d54ee60272336df79f7b3bb30a1c3--gzip%22	https://fluid-demo-vivian.squarespace.com/careers	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/careers.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:58	1289268/1289268	---MCZ	200	added ('OK')	text/html	etag:W/%22f27f70b9444a2a448cddd557b7ededf6--gzip%22	https://fluid-demo-vivian.squarespace.com/contact	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/contact.html	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:04:59	0/0	---M--	302	error ('Found')	text/html	etag:W/%220dd982683d3c930ede26cf3e73e615ef%22	https://fluid-demo-vivian.squarespace.com/bonus	/Users/macmini/Documents/Websites/visual/fluid-demo-vivian.squarespace.com/bonus.37.delayed	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:05:01	453620/453620	---M--	200	added ('OK')	image/jpeg	etag:CMzei/Lm05ADEAE=	https://images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/8863eb51-0b79-4286-a275-5330a1644f7d/premium_photo-1756960337687-68ff89ee4211.jpg	/Users/macmini/Documents/Websites/visual/images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/8863eb51-0b79-4286-a275-5330a1644f7d/premium_photo-1756960337687-68ff89ee4211.jpg	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:05:02	891454/891454	---M--	200	added ('OK')	image/jpeg	etag:CLeCx/jV05ADEAE=	https://images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/e4b2f370-e741-4955-8452-7b104620c0d9/photo-1650939985339-50f25448dff6.jpg	/Users/macmini/Documents/Websites/visual/images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/e4b2f370-e741-4955-8452-7b104620c0d9/photo-1650939985339-50f25448dff6.jpg	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:05:04	1373789/1373789	---M--	200	added ('OK')	image/jpeg	etag:CImu+oLV05ADEAE=	https://images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/2f04f9d8-9369-4efd-99eb-24246ac510af/kadarius-seegars-rG44NP3EPfM-unsplash+(1).jpg	/Users/macmini/Documents/Websites/visual/images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/2f04f9d8-9369-4efd-99eb-24246ac510af/kadarius-seegars-rG44NP3EPfM-unsplash+(1).jpg	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
01:05:04	1890402/1890402	---M--	200	added ('OK')	image/jpeg	etag:CJCE7v3l05ADEAE=	https://images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/2c1b65c6-3047-44e7-854a-3b44e0d36b81/karolina-grabowska-jTw7vSm8dho-unsplash.jpg	/Users/macmini/Documents/Websites/visual/images.squarespace-cdn.com/content/v1/69075d95f0151d167a437794/2c1b65c6-3047-44e7-854a-3b44e0d36b81/karolina-grabowska-jTw7vSm8dho-unsplash.jpg	(from https://fluid-demo-vivian.squarespace.com/?password=demo)
